文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
ProduceExamEffect.json,e_effect-exam_effect_timer-0002-01-e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[6].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_effect_timer-0002-01-e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[3].text,スキルカード使用不可,技能卡使用不可,todo/new,技能卡使用不可,,使用不可
ProduceExamEffect.json,e_effect-exam_effect_timer-0002-01-e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[6].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-active_skill-deck_all|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ActiveSkillCard|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ActiveSkillCard|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-active_skill-deck_all|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ActiveSkillCard|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ActiveSkillCard|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|produceDescriptions[0].text,スキルカード使用不可,技能卡使用不可,todo/new,技能卡使用不可,,使用不可
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|customizeProduceDescriptions[0].text,スキルカード使用不可,技能卡使用不可,todo/new,技能卡使用不可,,使用不可
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-deck_all|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamGimmickPlayCardLimit|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamGimmickPlayCardLimit_Produce|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-mental_skill-deck_all|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-01-p_card_search-mental_skill-deck_all|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-02-p_card_search-mental_skill-deck_all|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-02-p_card_search-mental_skill-deck_all|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_MentalSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_MentalSkillCard|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_card_play_aggressive-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamCardPlayAggressive|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamCardPlayAggressive_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamCardPlayAggressive|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamCardPlayAggressive_Produce|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_card_play_aggressive-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamCardPlayAggressive|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamCardPlayAggressive_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamCardPlayAggressive|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamCardPlayAggressive_Produce|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_concentration-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamConcentration|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamConcentration_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamConcentration|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamConcentration_Produce|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_concentration-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamConcentration|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamConcentration_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamConcentration|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamConcentration_Produce|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_full_power-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamFullPower|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamFullPower|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamFullPower|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamFullPower|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_full_power-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamFullPower|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamFullPower|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamFullPower|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamFullPower|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_lesson_buff-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamLessonBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamLessonBuff_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamLessonBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamLessonBuff_Produce|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_lesson_buff-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamLessonBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamLessonBuff_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamLessonBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamLessonBuff_Produce|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_parameter_buff-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamParameterBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamParameterBuff|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamParameterBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamParameterBuff|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_parameter_buff-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamParameterBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamParameterBuff|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamParameterBuff|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamParameterBuff|customizeProduceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
ProduceExamEffect.json,e_effect-exam_gimmick_play_card_limit-03-p_card_search-deck_all-effect_group-visible-exam_review-000|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamReview|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamReview_Produce|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamReview|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown|Label_ExamReview_Produce|produceDescriptions[3].text,ターン）</nobr>,回合）</nobr>,todo/new,回合）</nobr>,,回合</nobr>
